,Unnamed: 0,row,set,Start_Lat,Start_Lng,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Severity,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindSpeed(mph),Precipitation(in),Duration_hours,Rain_Event,Snow_Event,Fog_Event,Thunderstorm_Event,Hail_Event,Tornado_Event
64,64,255,0,0.6977003442124242,1.0826364146023963,0.0068991472385499,-0.4483473704324735,0.0267889106296424,0.1037740961307769,-1.4555799416646498,-1.3136494210474905,-1.210880886656743,-0.2206028388467066,1.2320719158544542,0.4565017600722513,-0.38929137935226,-0.1028233879668304,1.00288189318303,0.0,0.0,0.0,0.0,0.0,0.0
65,65,255,0,0.7014636961673951,1.0811693870470676,2.52356180036563,-0.7066210688476964,3.932162229427216,1.3898404012085974,1.1618614500915652,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.0779493347290487,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
66,66,255,0,0.5278225947814412,1.0052047482305753,0.6571373501917771,-0.7066210688476964,0.2565167529118527,0.1037740961307769,-0.1468592457865423,-1.6679041441212028,-1.2668008785681113,0.4976469715772629,1.2320719158544542,0.4565017600722513,-1.1891235000766027,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
67,67,255,0,0.6636370907961823,1.0814273841571076,0.0711201476111121,-0.7066210688476964,0.2565167529118527,1.3898404012085974,-0.1468592457865423,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.0779493347290487,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
68,68,255,0,0.6634907904170291,1.084106584915212,1.2551960860391362,-0.1900736720172506,0.7159724374762731,0.1037740961307769,-0.1468592457865423,-1.566688508957285,-1.434560854302216,0.3629751321227686,1.2320719158544542,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
69,69,255,0,0.6636786991608954,1.0797422841516735,-0.5630628052489741,-0.7066210688476964,-0.6623946162169881,0.1037740961307769,-1.4555799416646498,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.0779493347290487,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,0.4122555429686505,0.0,0.0,0.0,0.0,0.0,0.0
70,70,255,0,0.648583299489066,1.0797502574438176,-0.4707450215165768,-0.7066210688476964,-0.4326667739347779,0.1037740961307769,-1.4555799416646498,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.0779493347290487,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
71,71,255,0,0.6528380903323335,1.0796521335711524,0.2236452148896255,-0.7066210688476964,0.2565167529118527,0.1037740961307769,-0.1468592457865423,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.0779493347290487,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
72,72,255,0,0.6618304824444352,1.0765497663372754,1.1267538939003332,-0.7066210688476964,0.9457002797584834,1.3898404012085974,-0.1468592457865423,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.0779493347290487,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
73,73,255,0,0.6704050652168583,1.0791872382598524,0.2718109651690472,-0.7066210688476964,0.4862445951940629,1.3898404012085974,-0.1468592457865423,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.0779493347290487,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
